,symbol,name,currency,summary,category_group,category,family,exchange,market
33649,XDLR.TO,iShares ESG MSCI EAFE Leaders Index ETF,CAD,"Each iShares ESG Leaders Fund seeks to provide long-term capital growth by replicating, to the extent
possible, the performance, net of expenses, of an environmental, social and governance (âESGâ)-oriented Index
selected at the discretion of BlackRock Canada. Each ESG-oriented Index will generally be comprised of securities
of issuers that meet a minimum standard for overall ESG attributes and which are not materially involved in specified
business activities or severe controversies, in each case, as determined by the Index Provider (defined below). The
current Index for each iShares ESG Leaders Fund is identified in this prospectus under âInvestment Objectivesâ.",,,BlackRock Asset Management,TOR,ca_market
33692,XDSR.TO,iShares ESG Advanced MSCI EAFE Index ETF,CAD,"Each iShares Fund seeks to provide long-term capital growth by replicating, to the extent
possible, the performance, net of expenses, of an ESG-oriented Index selected at the
discretion of BlackRock Canada. Each ESG-oriented Index will generally be comprised of
securities of issuers that meet a minimum standard for overall ESG attributes and which are
not materially involved in specified business activities or severe controversies, in each case,
as determined by the Index Provider. The current Index for each iShares Fund is identified
in this prospectus under âInvestment Objectivesâ.",,,BlackRock Asset Management,TOR,ca_market
33693,XDU-U.TO,iShares Core MSCI US Quality Dividend Index ETF USD Share Class,USD,"XDU seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI USA High Dividend Yield Index, net of expenses. Under normal market conditions, XDU will primarily invest in securities of one or more iShares ETFs and/or U.S. equity securities.",,,BlackRock Asset Management,TOR,ca_market
33694,XDU.TO,iShares Core MSCI US Quality Dividend Index ETF,CAD,"XDU seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI USA High Dividend Yield Index, net of expenses. Under normal market conditions, XDU will primarily invest in securities of one or more iShares ETFs and/or U.S. equity securities.",,,BlackRock Asset Management,TOR,ca_market
33697,XDUH.TO,iShares Core MSCI US Quality Dividend Index ETF (CAD-Hedged),CAD,"The investment seeks to replicate, net of expenses, the performance of the MSCI USA High Dividend Yield 100% Hedged to CAD Index. The MSCI USA High Dividend Yield 100% Hedged to CAD Index targets companies from the Parent Index (excluding REITs) with high dividend income and quality characteristics and includes companies that have higher than average dividend yields that are expected to be both sustainable and persistent.",,,BlackRock Asset Management,TOR,ca_market
33706,XDV.TO,iShares Canadian Select Dividend Index ETF,CAD,"XDV seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the Dow Jones Canada Select Dividend Index, net of expenses. Under normal market conditions, XDV will primarily invest in Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33876,XEB.TO,iShares J.P. Morgan USD Emerging Markets Bond Index ETF (CAD-Hedged),CAD,"XEB seeks to provide income by replicating, to the extent possible, the performance of the J.P. Morgan EMBI Global Core Hedged in CAD Index, net of expenses, and, to the extent possible, hedge any resulting U.S. dollar currency exposure back to Canadian dollars. Under normal market conditions, XEB will primarily invest in securities of one or more iShares ETFs and/or U.S. dollar denominated fixed income securities issued by emerging market governments.",,,BlackRock Asset Management,TOR,ca_market
33877,XEC-U.TO,iShares Core MSCI Emerging Markets IMI Index ETF USD Share Class,USD,"XEC seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI Emerging Markets Investable Market Index, net of expenses. Under normal market conditions, XEC will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by issuers located in emerging market countries.",,,BlackRock Asset Management,TOR,ca_market
33878,XEC.TO,iShares Core MSCI Emerging Markets IMI Index ETF,CAD,"XEC seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI Emerging Markets Investable Market Index, net of expenses. Under normal market conditions, XEC will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by issuers located in emerging market countries.",,,BlackRock Asset Management,TOR,ca_market
33889,XEF.TO,iShares Core MSCI EAFE IMI Index ETF,CAD,"XEF seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI EAFE Investable Market Index, net of expenses. Under normal market conditions, XEF will primarily invest in securities of one or more iShares ETFs and/or international equity securities.",,,BlackRock Asset Management,TOR,ca_market
33890,XEG.TO,iShares S&amp;P/TSX Capped Energy Index ETF,CAD,"XEG seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the S&P/TSX Capped Energy Index, net of expenses. Under normal market conditions, XEG will primarily invest in equity securities issued by Canadian issuers participating in the energy sector.",,,BlackRock Asset Management,TOR,ca_market
33891,XEH.TO,iShares MSCI Europe IMI Index ETF (CAD-Hedged),CAD,"The investment seeks to replicate, net of expenses, the MSCI Europe IMI 100% Hedged to CAD Index.
 The fund will invest directly in constituent issuers included in the Index or in securities of one or more exchange-traded funds managed by BlackRock Canada or an affiliate. The undrelying index captures large, mid and small capitalization representation across the âdeveloped marketsâ countries in Europe, being Austria, Belgium, Denmark, Finland, France, Germany, Ireland, Italy, the Netherlands, Norway, Portugal, Spain, Sweden, Switzerland and the United KingdoM, hedged back to Canadian dollars.",,,BlackRock Asset Management,TOR,ca_market
33892,XEI.TO,iShares S&amp;P/TSX Composite High Dividend Index ETF,CAD,"XEI seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the S&P/TSX Composite High Dividend Index, net of expenses. Under normal market conditions, XEI will primarily invest in Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33894,XEM.TO,iShares MSCI Emerging Markets Index ETF,CAD,"XEM seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI Emerging Markets Index, net of expenses. Under normal market conditions, XEM will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by issuers located in emerging market countries.",,,BlackRock Asset Management,TOR,ca_market
33897,XEN.TO,iShares Jantzi Social Index ETF,CAD,"XEN seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the Jantzi Social Index, net of expenses. Under normal market conditions, XEN will primarily invest in Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33901,XEQT.TO,iShares Core Equity ETF Portfolio,CAD,XEQT seeks to provide long-term capital growth by investing primarily in one or more iShares ETFs that provide exposure to equity securities.,,,BlackRock Asset Management,TOR,ca_market
33913,XESG.TO,iShares ESG Aware MSCI Canada Index ETF,CAD,"XESG seeks to provide long-term capital growth by replicating, to the extent possible, the performance, net of expenses, of an ESG-oriented Index selected at the discretion of BlackRock Canada. The ESG-oriented Index will generally emphasize issuers that have positive environmental, social and governance characteristics, as identified by the Index Provider, chosen from the securities included in its âparent indexâ. XESG currently seeks to replicate the performance of the MSCI Canada IMI Extended ESG Focus Index. Under normal market conditions, XESG will primarily invest in securities of one or more iShares ETFs and/or Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33927,XEU.TO,iShares MSCI Europe IMI Index ETF,CAD,"XEU seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI Europe Investable Market Index, net of expenses. Under normal market conditions, XEU will primarily invest in securities of one or more iShares ETFs and/or equity securities issued by issuers located in European countries.",,,BlackRock Asset Management,TOR,ca_market
33936,XFA.TO,iShares MSCI Multifactor USA Index ETF (CAD-Hedged),CAD,"XFA seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI USA Diversified Multiple-Factor (CAD) 100% Hedged to CAD Index, net of expenses. Under normal market conditions, XFA will primarily invest in securities of one or more iShares ETFs and/or U.S. equity securities. XFA will seek to hedge any resulting U.S. dollar or other foreign currency exposure, as applicable, back to Canadian dollars.",,,BlackRock Asset Management,TOR,ca_market
33937,XFC.TO,iShares MSCI Multifactor Canada Index ETF,CAD,"XFC seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI Canada IMI Select Diversified Multiple-Factor (CAD) Index, net of expenses. Under normal market conditions, XFC will primarily invest in securities of one or more iShares ETFs and/or Canadian equity securities.",,,BlackRock Asset Management,TOR,ca_market
33938,XFF.TO,iShares MSCI Multifactor EAFE Index ETF (CAD-Hedged),CAD,"The fund seeks to provide long-term capital growth by replicating, to the extent possible, the performance of the MSCI EAFE Diversified Multiple-Factor (CAD) 100% Hedged to CAD Index (the ""Index""), net of expenses. Under normal market conditions, the fund will primarily invest in securities of one or more exchange-traded funds managed by BlackRock or an affiliate (""iShares ETFs"") and/or international equity securities. The fund will seek to hedge any resulting U.S. dollar or other foreign currency exposure, as applicable, back to Canadian dollars.",,,BlackRock Asset Management,TOR,ca_market
